run,m,k,d,n,b,lowest_real,highest_fake,distinguishable,distinguishability_ratio,euclidean_length_betas,abs_deviation,squared_deviation,max_normed_deviation,epsilon_droot_m,epsilon_droot_rootd,epsilon_droot_halfd,epsilon_dlinear_m,epsilon_dlinear_rootd,epsilon_dlinear_halfd
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,1,1,2,10,0.1,0.13749238922462867,-0.013816767663155044,1,9.951125514781396,0.1381848767534074,0.05130915688778371,0.0015965823184286583,0.037492389224628664,0.9974911969620317,0.31620808468301986,0.9974911969620317,1.9899773760334933,0.19997510563780774,1.9899773760334933
2,1,1,2,100,0.1,0.09332522837982889,-0.004092814205910311,1,22.802214731629086,0.09341493124908523,0.010767585826081429,6.130370430554302e-5,0.006674771620171119,0.9995197533575151,0.20931621158986283,0.9995197533575151,1.9980794747037354,0.08762655286866444,1.9980794747037354
3,1,10,11,10,0.1,0.1023048525836181,-0.07327013081399551,1,1.396269550048034,0.18526623066614004,0.4551041770925539,0.023862605708515783,0.07327013081399551,0.9474461657576291,0.8951814150057301,0.8834935147131792,6.074249874753203,3.2539757640062326,2.8159809352358693
4,1,10,11,100,0.1,0.0826990351399245,-0.011541407382191142,1,7.1654203340515,0.08558354005014171,0.0736743590195155,7.847352995293086e-4,0.0173009648600755,0.9968880303783783,0.8190894024309865,0.7884831868357671,10.629256350066852,1.2247207099152746,0.8055815171722371
5,1,100,101,10,0.1,-0.04218952463000007,0.4613645554247922,0,0.09144509289655967,1.4694985630810657,11.56781831125634,2.177863931823317,0.4613645554247922,0.9885953536317396,0.9824375004743753,0.9730035979152323,31.710014060989195,16.870169868091647,6.366202340775817
6,1,100,101,100,0.1,0.08088872381206488,0.09403798756015283,0,0.8601707236697635,0.398694940623511,3.241125584085084,0.15277991091637202,0.09403798756015283,0.9857998293374147,0.9825261950215624,0.9749578444455907,23.822315700123905,17.024693405546802,7.796344211160792
7,1,1000,1001,10,0.1,-0.0034048759548059404,0.25568469247855635,0,0.013316698476548412,2.6560867071863954,67.07084645488308,7.065477571283231,0.25568469247855635,0.9976644059394675,0.9973241603999955,0.996126656769267,96.35994806892192,68.48736633439441,20.57362393477101
8,1,1000,1001,100,0.1,0.04040421512360951,-0.30999653704322466,0,0.13033763379742436,2.6544837801422005,66.95768794609911,7.048203296013304,0.30999653704322466,0.997857000453312,0.9973410318930065,0.9961430346288973,116.89901287083578,69.6569742667066,20.915023186431725
9,5,1,6,10,0.1,0.0937370915772975,0.009469578866926025,1,9.89876032446267,0.22755384115878907,0.034338671169157634,3.279060824286313e-4,0.013801490474735709,0.8625902612023488,0.8705143609515933,0.8705143609515933,2.4716020902996827,2.6110001154303477,2.6110001154303477
10,5,1,6,100,0.1,0.10352483979379541,-0.004542228510349496,1,22.79164061383381,0.2352880205564636,0.03049613191561598,1.696719363255465e-4,0.007694601795620204,0.8721157408694815,0.8735081421731162,0.8735081421731162,2.6399518228498646,2.665342322104819,2.665342322104819
